2025-07-25 19:08:53,548 - __main__ - INFO - Starting Crypto Arbitrage Bot
2025-07-25 19:08:53,548 - __main__ - INFO - Initializing arbitrage bot...
2025-07-25 19:08:53,548 - exchange_manager - INFO - Initializing exchange connections...
2025-07-25 19:08:53,804 - exchange_manager - ERROR - Failed to initialize binance: aiodns needs a SelectorEventLoop on Windows. See more: https://github.com/saghul/aiodns/issues/86
2025-07-25 19:08:53,804 - exchange_manager - ERROR - Failed to initialize kraken: kraken does not have a sandbox URL
2025-07-25 19:08:53,804 - exchange_manager - ERROR - Failed to initialize coinbase: coinbase does not have a sandbox URL
2025-07-25 19:08:53,811 - exchange_manager - INFO - Initialized 0 exchanges
2025-07-25 19:08:53,811 - __main__ - INFO - Bot initialization completed successfully
2025-07-25 19:08:53,811 - __main__ - INFO - Starting arbitrage bot...
2025-07-25 19:08:53,811 - exchange_manager - INFO - Starting real-time data feeds...
2025-07-25 19:08:53,811 - exchange_manager - INFO - Started 1 data feed tasks
2025-07-25 19:08:53,811 - price_monitor - INFO - Starting price monitoring...
2025-07-25 19:08:53,811 - trading_engine - INFO - Trading enabled
2025-07-25 19:08:53,811 - __main__ - INFO - Arbitrage bot started successfully
2025-07-25 19:08:53,811 - __main__ - INFO - Bot is now monitoring for arbitrage opportunities...
2025-07-25 19:08:55,339 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,263 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,276 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,291 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,311 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,326 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,339 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,359 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,381 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,395 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,410 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,422 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,436 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,450 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,466 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,478 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,493 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,507 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,520 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,535 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,550 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,562 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,575 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,596 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,610 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,626 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,641 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,658 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,673 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,688 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,707 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,721 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,735 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,749 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,763 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,778 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,790 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,805 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,818 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,832 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,846 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,859 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,875 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,888 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,903 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,916 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,929 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,943 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,957 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,972 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,986 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:56,999 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,013 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,028 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,040 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,054 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,068 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,082 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,097 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,110 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,124 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,145 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,160 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,176 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,195 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,209 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,224 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,236 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,251 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,271 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,285 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,300 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,316 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,334 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,350 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,371 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,385 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,403 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,424 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,442 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,457 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,473 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,488 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,499 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,514 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,528 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,542 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,562 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,583 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,598 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,612 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,627 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,638 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,660 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,673 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,688 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,701 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,716 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,729 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,743 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,757 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,773 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,784 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,804 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,820 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,836 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,847 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,861 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,876 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,891 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,903 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,917 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,931 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,946 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,958 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,972 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:57,987 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,008 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,020 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,035 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,051 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,062 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,077 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,092 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,108 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,125 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,139 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,160 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,173 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,187 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,202 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,215 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,231 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,246 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,264 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,277 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,291 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,307 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,323 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,340 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,354 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,370 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,388 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,403 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,417 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,431 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,446 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,458 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,473 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,487 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,502 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,513 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,528 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,543 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,558 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,574 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
2025-07-25 19:08:58,590 - price_monitor - INFO - Average scan time: 0.000s, Opportunities detected: 0, Alerts generated: 0
